,formatted_address,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,price_level,rating,reference,types,user_ratings_total,Zip Code
546,"4820 Massachusetts Ave NW, Washington, DC 20016, USA","{'location': {'lat': 38.944675, 'lng': -77.095607}, 'viewport': {'northeast': {'lat': 38.94605197989272, 'lng': -77.09422307010728}, 'southwest': {'lat': 38.94335232010727, 'lng': -77.09692272989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,1034bf1ae3af4b9a15922ac3b81074880490987f,Starbucks,{'open_now': True},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112891036176065704445/photos"">Bosh Gobran</a>'], 'photo_reference': 'CmRaAAAAE1H-1xPMk7zIPwadv7mkBK8Nekw-7Vxzm1pLHL9u3v9Zmr2ObJj398EtPQGkv30SaUCBdTgZy-HGBUnkpAdAYpxCxr2R-DJTat6sHDRuaa6UKQ6vvtorCHHRwKb_rO7sEhD7af-52TeGBPjEC-gW2_m2GhQn6CQTsa_x__kpjxEx4ttaXGO9LA', 'width': 2448}]",ChIJr1J1vPDJt4kR7PI2kiJxF-8,"{'compound_code': 'WWV3+VQ Washington, District of Columbia', 'global_code': '87C4WWV3+VQ'}",2,4.3,ChIJr1J1vPDJt4kR7PI2kiJxF-8,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",85,20016
550,"3101 Wisconsin Ave NW, Washington, DC 20016, USA","{'location': {'lat': 38.92984939999999, 'lng': -77.0713646}, 'viewport': {'northeast': {'lat': 38.93125772989272, 'lng': -77.07002722010728}, 'southwest': {'lat': 38.92855807010727, 'lng': -77.07272687989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,8dc0a140a15026eba2a9814864947fe567157874,Open City at the National Cathedral,{'open_now': True},"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107200851045238086824/photos"">Kris Rupp</a>'], 'photo_reference': 'CmRaAAAAqZpBEXyCPQxyeZe1QU_uVCPjlUDjG1Da_ayAE2n3GoEpQhOEMT3DJ6w7D5UFjrZ2XLvnIua_Pm-uyP9YtaJpZ7cz0EW2p_EU0bLR9sBJ0CpaOhDZShqpi9x_CPu_sLjWEhAiwuZdV3sCUz74T2umYy96GhSoo2MmzmWW3P4YWDAc1zOU7Nri5Q', 'width': 5312}]",ChIJbU1icSe2t4kRHFpthUNJTbo,"{'compound_code': 'WWHH+WF Washington, District of Columbia', 'global_code': '87C4WWHH+WF'}",2,4.5,ChIJbU1icSe2t4kRHFpthUNJTbo,"['cafe', 'food', 'point_of_interest', 'establishment']",226,20016
551,"4400 Massachusetts Ave NW, Washington, DC 20016, USA","{'location': {'lat': 38.936066, 'lng': -77.0888708}, 'viewport': {'northeast': {'lat': 38.93722357989272, 'lng': -77.08768427010727}, 'southwest': {'lat': 38.93452392010728, 'lng': -77.09038392989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,29a2215a28e8e334e0021a8e9b093978b586da81,Mudbox Cafe,{'open_now': True},,ChIJY1o7EOPJt4kR9HfZhHn2BqU,"{'compound_code': 'WWP6+CF Washington, District of Columbia', 'global_code': '87C4WWP6+CF'}",,0,ChIJY1o7EOPJt4kR9HfZhHn2BqU,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",0,20016
553,"4200 Wisconsin Ave NW, Washington, DC 20016, USA","{'location': {'lat': 38.9437364, 'lng': -77.07767799999999}, 'viewport': {'northeast': {'lat': 38.94513257989271, 'lng': -77.07618962010729}, 'southwest': {'lat': 38.94243292010727, 'lng': -77.07888927989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,6179f1b9dc302d1041a1dcd94bcb0b99cff38238,Bourbon Coffee,{'open_now': True},"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116640819418755582138/photos"">Lotus T</a>'], 'photo_reference': 'CmRaAAAAVG5_P-3pzvrrizvNBWA17A478SOFQQjEBrHmsGCIvZk1m24JKn0n0XHWfuPD0qFtynjVUSkiDPo7chZjaiZYz5Ofs6ZFJjT2b1vvmoX3vmnrLz0ZniWgcvxVvGK65Bf-EhCR7-SDInL-kzVPne9X2IooGhSuQ8nQasuHE2pe95_xVowEfUOj9g', 'width': 5312}]",ChIJf6TS88LJt4kR8sAJ7rqudMQ,"{'compound_code': 'WWVC+FW Washington, District of Columbia', 'global_code': '87C4WWVC+FW'}",,4.3,ChIJf6TS88LJt4kR8sAJ7rqudMQ,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",104,20016
557,"4530 Wisconsin Ave NW, Washington, DC 20016, USA","{'location': {'lat': 38.9492391, 'lng': -77.0806616}, 'viewport': {'northeast': {'lat': 38.95061257989272, 'lng': -77.07913382010727}, 'southwest': {'lat': 38.94791292010728, 'lng': -77.08183347989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,fd320c97e69961ac17d1655485d76d7b1d9792c0,Dunkin',{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110158399157408116385/photos"">Leonel Lemus</a>'], 'photo_reference': 'CmRaAAAA-0_KZeCfztTEkdLLHy5HKDsBQ-Sa7KKaPN4u6f51RxEJ8oiEcI_-ah8PKF-sKsowG8XijWJPS-w0-ePS0E1Nbr9KYVzpL6HMVVtcgp6qNdMXIZ-__26HVclCaSITDx8xEhDoWOk_Co0NnaUJYJANz_YeGhTzCSiVroa2FoDVYIjGllnO25DOVA', 'width': 4032}]",ChIJ9WMOZurJt4kRh8Njeob2f1Y,"{'compound_code': 'WWX9+MP Washington, District of Columbia', 'global_code': '87C4WWX9+MP'}",1,3.6,ChIJ9WMOZurJt4kRh8Njeob2f1Y,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",99,20016
558,"470 L'Enfant Plaza, E St SW #812, Washington, DC 20024, United States","{'location': {'lat': 38.884181, 'lng': -77.0236903}, 'viewport': {'northeast': {'lat': 38.88520797989273, 'lng': -77.0226009}, 'southwest': {'lat': 38.88250832010728, 'lng': -77.02695849999999}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,6beb434398b31f66aebddfaad9597519cef45a30,Starbucks,{'open_now': True},"[{'height': 2033, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101792161555219707686/photos"">Sung Lewe</a>'], 'photo_reference': 'CmRaAAAAkqX8LfqAl6PihDBIpNddhQIHZI7_QJ7hAWxQKRhLypOsI6sGtQLobLjxEZaaAo41aOzqw8EQEilCtbDevhWOe6KkYE20jHrcfFWFJyQiZ_ZQqZ_x4EIT89hkA6BV9NQCEhBaHZHfBru6ExKXSGNGNKAPGhSS0_jF46I78_Y9tB40iVmrhEsDlw', 'width': 2950}]",ChIJC_N-Qnm3t4kRYe2uYARCozE,"{'compound_code': 'VXMG+MG Washington, District of Columbia', 'global_code': '87C4VXMG+MG'}",2,3.7,ChIJC_N-Qnm3t4kRYe2uYARCozE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",105,20024
560,"655 Michigan Ave NE Suite B1, Washington, DC 20017, USA","{'location': {'lat': 38.9325358, 'lng': -76.9971137}, 'viewport': {'northeast': {'lat': 38.93398497989272, 'lng': -76.99582942010727}, 'southwest': {'lat': 38.93128532010728, 'lng': -76.99852907989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,32b7d323c484d634b4b30af02ba817b91adb124a,Starbucks Reserve,{'open_now': True},"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108052464412884581629/photos"">John Welch</a>'], 'photo_reference': 'CmRaAAAAmgpHV04kXge7tf5HNiQYLapBTDVJh9wdwZn9SYpRKdLG2YFtPWJ1UeoqYFff5fVt86dM4nP21uLtkB3WZ3wXf-T1Y3ywvivhuke9wFaT4vq07G9C1e3sHVpcZmuQI-muEhDTCCrdoMFRsseWR8h1MAWKGhRX98b7bxX9YEqXpdaaj1qFoaEIPg', 'width': 4032}]",ChIJSyxQIPDHt4kRqv7EpvOdUUI,"{'compound_code': 'W2M3+25 Washington, District of Columbia', 'global_code': '87C5W2M3+25'}",2,4.6,ChIJSyxQIPDHt4kRqv7EpvOdUUI,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",240,20017
561,"625 Monroe St NE, Washington, DC 20017, USA","{'location': {'lat': 38.9321041, 'lng': -76.9974649}, 'viewport': {'northeast': {'lat': 38.93358912989272, 'lng': -76.99609962010727}, 'southwest': {'lat': 38.93088947010728, 'lng': -76.99879927989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,eb642907e94eaa9551862eb275e46a39d2178bcc,Busboys and Poets,{'open_now': True},"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112821392262778919890/photos"">Adrian Jordan</a>'], 'photo_reference': 'CmRaAAAAVTyti2r82pY8OSEVUq51e7zZqoaI3R6a1eh-OXYk-YFamP1rOIvDi6kO_g--_0KFQDNLKapuhugOZtOrqwYIHGkePp08XiRRyy4V8nd1NEH5ASMKkrJaG4GZHFBbpUJpEhCW66rsdHvBGNI2RgRyKWBJGhSjWOrqv7FC9RDU78NIG9suiT7T0Q', 'width': 4048}]",ChIJWxIFP_DHt4kRvO_xEWc7W-8,"{'compound_code': 'W2J3+R2 Washington, District of Columbia', 'global_code': '87C5W2J3+R2'}",2,4.4,ChIJWxIFP_DHt4kRvO_xEWc7W-8,"['book_store', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1141,20017
568,"4950 South Dakota Ave NE, Washington, DC 20017, USA","{'location': {'lat': 38.94949, 'lng': -76.993315}, 'viewport': {'northeast': {'lat': 38.95099317989272, 'lng': -76.99195147010728}, 'southwest': {'lat': 38.94829352010728, 'lng': -76.99465112989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,ee77e462ea4192d7c793187f04c7b632b43f459a,McDonald's,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103521366718162804455/photos"">Yimmy Hernandez</a>'], 'photo_reference': 'CmRaAAAABMIGqqp8KYIPyLeoegbfHuG9YNR5h8O61sbmOpMgg7XYvqmqvkjOj_32R5YXPGnZZ2o8YfAL_hbUEmQgCSenwlnS6UGwk0Z2lACO8-rN0b0kntmcwkpXS6Z-q9-X7PurEhDHcD6ykH-1kC0hwMFR7r90GhTuTI0WRGeNTD0kIZzOXGZqvm2Mmw', 'width': 3024}]",ChIJ8UrLJ8THt4kRZQiP2PGZ9eY,"{'compound_code': 'W2X4+QM Washington, District of Columbia', 'global_code': '87C5W2X4+QM'}",1,3.6,ChIJ8UrLJ8THt4kRZQiP2PGZ9eY,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",640,20017
601,"2430 Market St NE #1001, Washington, DC 20018, USA","{'location': {'lat': 38.920247, 'lng': -76.95285299999999}, 'viewport': {'northeast': {'lat': 38.92169987989272, 'lng': -76.95161247010728}, 'southwest': {'lat': 38.91900022010728, 'lng': -76.95431212989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,af57d52a80844ce8db809015161538a5a5fc5978,Starbucks,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100535751429151210554/photos"">Laura Friend Smythe</a>'], 'photo_reference': 'CmRaAAAAZOGwOSU8imjG6gbSBviMJI_G-sqYLb0V5lkjHMUMnTBabaFKxqmynpUgjy1HAaKRY2r4v9zruA4L_P_0codoMwyerHLpBNAaMvNtqbT7QNfGovOjHRQZwfqbBWLRuXYxEhCuYBACQIU0Zy72JrPNWuLPGhTuWSlwpOyF4dfHq70PKRo2PDJygg', 'width': 1920}]",ChIJUTNjK2PHt4kRkNM5Ev5qGSk,"{'compound_code': 'W2CW+3V Washington, District of Columbia', 'global_code': '87C5W2CW+3V'}",2,4,ChIJUTNjK2PHt4kRkNM5Ev5qGSk,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",317,20018
640,"4020 Minnesota Ave NE, Washington, DC 20019, USA","{'location': {'lat': 38.8962742, 'lng': -76.94830759999999}, 'viewport': {'northeast': {'lat': 38.89767257989272, 'lng': -76.94689642010727}, 'southwest': {'lat': 38.89497292010728, 'lng': -76.94959607989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,4ad84b0fd7daa75fb6a87bd11792e97825d0f0d3,Dunkin',{'open_now': True},"[{'height': 337, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105575170978411528873/photos"">Dunkin&#39; Donuts</a>'], 'photo_reference': 'CmRaAAAAkWwMx9vUMH64RnRXAPy7k_kT8jKIbEIABolcMcx_xS91B60l46TDzXV7NkWloAD5wK6BL17TIDWnodEQYI8LHXyyyEhPFhiy0hXnjIi_PPo1n9NmfJWkE6U9u9V7TsWmEhDWSPxj-JgRoBlmrDdoNGf9GhTJy-NruzCehvmiZtK4r6H6DTpKiQ', 'width': 600}]",ChIJSZZjz-y4t4kRKueanizvuc4,"{'compound_code': 'V3W2+GM Washington, District of Columbia', 'global_code': '87C5V3W2+GM'}",1,3.8,ChIJSZZjz-y4t4kRKueanizvuc4,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",48,20019
641,"5200 Foote St NE, Washington, DC 20019, USA","{'location': {'lat': 38.8973225, 'lng': -76.9256853}, 'viewport': {'northeast': {'lat': 38.89858537989272, 'lng': -76.92433672010726}, 'southwest': {'lat': 38.89588572010728, 'lng': -76.92703637989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,468aa3664e59f34c7b4dbdf7ac842b48b6298d0e,Penny Brew,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110168992271339706167/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAASqWZktXik5Vf1PgeN9Oeor0NWTFidcC0od-d85rJ_KEc4bmuXn07t8SLirn6Uj2Hpvag2lDNEf-GRxw78k251_Z0OeNAgwlHcs2PV5mrvldDAoU8X1zksGdTZ-5kLjf2EhDMXMJWBumJUskIaR0ui9UwGhQRVw17soU7j9DpzLSK8geVGR92Hw', 'width': 4032}]",ChIJVVUB7La4t4kR5-f12J27xJ0,"{'compound_code': 'V3WF+WP Washington, District of Columbia', 'global_code': '87C5V3WF+WP'}",,4.5,ChIJVVUB7La4t4kR5-f12J27xJ0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4,20019
642,"Washington, DC 20019, USA","{'location': {'lat': 38.8910932, 'lng': -76.94702199999999}, 'viewport': {'northeast': {'lat': 38.89244302989272, 'lng': -76.94578417010727}, 'southwest': {'lat': 38.88974337010728, 'lng': -76.94848382989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,2feeb0d1a9d18ce38a56d15f19b10507171f7948,Sandra Lucas / Ashavenae4Wellness,{'open_now': True},,ChIJq6qqqu64t4kR1TjHfBXHESI,,,0,ChIJq6qqqu64t4kR1TjHfBXHESI,"['grocery_or_supermarket', 'cafe', 'food', 'health', 'point_of_interest', 'store', 'establishment']",0,20019
643,"4301 Nannie Helen Burroughs Ave NE, Washington, DC 20019, USA","{'location': {'lat': 38.9012074, 'lng': -76.94159429999999}, 'viewport': {'northeast': {'lat': 38.90253367989273, 'lng': -76.94018972010728}, 'southwest': {'lat': 38.89983402010728, 'lng': -76.94288937989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,613523b7f0b8fc8e0b3f9396d40262b7d56b6b21,McDonald's,{'open_now': True},"[{'height': 2576, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113714112397366320130/photos"">Victor Berry</a>'], 'photo_reference': 'CmRaAAAAPacpYQRnvvzw0BFDJjIrgFFN7pgeu3cer5w5jgkFDrIQ5E3hSOUSDeJVogOVjrXX0ReOjaSYYUqqwYkHsjPAxEXxHYv8Q1jIevS-epPrKsvciDTTnj6M_xUjMkfsKXg9EhBSj4GpoSgHR3BiWFU6khIVGhSLVcRVizUM3IiliLNlr6C2H-JXCQ', 'width': 1932}]",ChIJ-TWZFJa4t4kR5ZxnncozYFs,"{'compound_code': 'W325+F9 Washington, District of Columbia', 'global_code': '87C5W325+F9'}",1,3.4,ChIJ-TWZFJa4t4kR5ZxnncozYFs,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",897,20019
647,"4510 East Capitol St NE, Washington, DC 20019, USA","{'location': {'lat': 38.89002199999999, 'lng': -76.93734800000001}, 'viewport': {'northeast': {'lat': 38.89131037989272, 'lng': -76.93599867010728}, 'southwest': {'lat': 38.88861072010728, 'lng': -76.93869832989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,8a872e6e42daef4dbac7f7ce6c0b6a6efa172711,Shrimp Boat Plaza,{'open_now': True},"[{'height': 5312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116523743069725790408/photos"">Darian Smith</a>'], 'photo_reference': 'CmRaAAAA1xTq3IdeuJ73ZQxLlO6VMbRVvzdG6-LrYD1ZM36uHZXt7CiA85J5o0P2OqQH6no3b2NeTr9lXQIREOFzOQjYcSFLw9iOW191W_P-O9ztiarIUXMdN7TlO66vDrCo7iKsEhANvIaIeh788wnU-zeTDFrfGhTtIMS6pO8gzM5NmXKOnN6VMUNi6A', 'width': 2988}]",ChIJFWf8YcG4t4kRtLeoRrdmDrA,"{'compound_code': 'V3R7+23 Washington, District of Columbia', 'global_code': '87C5V3R7+23'}",,3.8,ChIJFWf8YcG4t4kRtLeoRrdmDrA,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",304,20019
648,"3901 Minnesota Ave NE, Washington, DC 20019, USA","{'location': {'lat': 38.893414, 'lng': -76.949879}, 'viewport': {'northeast': {'lat': 38.89474452989272, 'lng': -76.94848182010726}, 'southwest': {'lat': 38.89204487010728, 'lng': -76.95118147989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4b0ae46e2b95bcd5978e2b04cc3ff9e691c6f29f,McDonald's,{'open_now': True},"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116523743069725790408/photos"">Darian Smith</a>'], 'photo_reference': 'CmRaAAAAYGTl-6qLh2XM3F5fXo1ZYc-Udz-3R2De-pmrUnBcqfIzpCPcfNKw2aciUMAiM9k8JU17m9D8KB7jaCojW8j-8rWrGm7QOfXS3jhkkSwWa9kseS92Z_eKO21j9Wh_Nct1EhCAZAk3Ermj1sZ5AfauiJGVGhT9YIGMpfchirl8jI77zrwOtxQhDw', 'width': 5312}]",ChIJ9WhFre24t4kRVBYZ9HobYUU,"{'compound_code': 'V3V2+92 Washington, District of Columbia', 'global_code': '87C5V3V2+92'}",1,3.4,ChIJ9WhFre24t4kRVBYZ9HobYUU,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",675,20019
650,"4777 Marlboro Pike, Capitol Heights, MD 20743, USA","{'location': {'lat': 38.8731548, 'lng': -76.93123709999999}, 'viewport': {'northeast': {'lat': 38.87456702989272, 'lng': -76.92986772010727}, 'southwest': {'lat': 38.87186737010727, 'lng': -76.93256737989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,b56f1e457c4a4e77a40675b4c953fd79bafbebbd,McDonald's,{'open_now': True},"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102799097529046507075/photos"">Jamal Simms</a>'], 'photo_reference': 'CmRaAAAAa_NlNrHKsTbk0w7UCf0UyJ2sSBt_Frvv0qQcIfXDg6t6PNmpkVQ723WK2MKuCihR-1FqlgV5zF04U_kUYd8E3gkAiFP7tAkCUwRF4QKPN_GlRWbn1KIP2oFY0yjz1sYcEhBoDPfpgE4n1xykadYeVRYhGhTKt3Rew8WtGMJB1wvHxohPbXs0xw', 'width': 1920}]",ChIJhwKykye5t4kR3DmlOOvQ2ig,"{'compound_code': 'V3F9+7G Capitol Heights, Seat Pleasant, MD', 'global_code': '87C5V3F9+7G'}",1,3.5,ChIJhwKykye5t4kR3DmlOOvQ2ig,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",539,20743
680,"2845 Alabama Ave SE, Washington, DC 20020, USA","{'location': {'lat': 38.859013, 'lng': -76.966746}, 'viewport': {'northeast': {'lat': 38.86041302989272, 'lng': -76.96546762010729}, 'southwest': {'lat': 38.85771337010728, 'lng': -76.96816727989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,875b140d3abbac8ab28d20693170ee6dc6042367,Starbucks,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101810068829626301924/photos"">Austin Graff</a>'], 'photo_reference': 'CmRaAAAA2XigxWE0F-CxBgBJad0MIuftxbn2YkqiMtPHKLI0Lo8xMNxn2xhFK7ClkqH0n0x9EgGq1g9nPVsQJ6oNpGJgV1m39SE_TrdUSW92RA1ogESECzHlykY7v64M979Z5MdLEhAYP4tVoQUtGdsjkOsRauu8GhR89DpTcwThFbSGm_rMt_FlQejE_Q', 'width': 4032}]",ChIJky4gTKC5t4kRK1hX7DHVbek,"{'compound_code': 'V25M+J8 Washington, District of Columbia', 'global_code': '87C5V25M+J8'}",2,2.9,ChIJky4gTKC5t4kRK1hX7DHVbek,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",32,20020
686,"2529 Good Hope Rd SE, Washington, DC 20020, USA","{'location': {'lat': 38.8599781, 'lng': -76.9688951}, 'viewport': {'northeast': {'lat': 38.86133422989272, 'lng': -76.96761297010728}, 'southwest': {'lat': 38.85863457010728, 'lng': -76.97031262989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,234dfc3295e5c134935733685db5d6d0e7f54220,McDonald's,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113989873817547205740/photos"">Jacek Poniatowski</a>'], 'photo_reference': 'CmRaAAAAO_u7hENzWaJkGPp7JwIwaTyk1bvOXyq3jTr6VArP67xn1XqN7bDJEOEViEMZVYc6TgykIMGqixI_N4F-PzpQku_BPkK3RkJhz4s5wBhvIDyywpuh9AR1WU5riPumUX7FEhCZbmXdEv0bS3vQLgrx_FX9GhQDARmvyFaPuaIeP2nYrPEk5nrIZA', 'width': 3024}]",ChIJg5ZIc6G5t4kRlJOLrK0pPj4,"{'compound_code': 'V25J+XC Washington, District of Columbia', 'global_code': '87C5V25J+XC'}",1,3.4,ChIJg5ZIc6G5t4kRlJOLrK0pPj4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1251,20020
697,"99 District Square SW, Washington, DC 20024, USA","{'location': {'lat': 38.8795686, 'lng': -77.02542249999999}, 'viewport': {'northeast': {'lat': 38.88096057989272, 'lng': -77.02412772010727}, 'southwest': {'lat': 38.87826092010728, 'lng': -77.02682737989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,10a48b2b4b083b4ba101fa315620027466d57d24,Dolcezza Gelato & Coffee,{'open_now': True},"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107653284706765048743/photos"">Peter Ildefonso</a>'], 'photo_reference': 'CmRaAAAAmvMIFfwo10997S7PpR9k0T0RmJPcRHUCOwtOeWqPlPos9Vmgz0XrCoAuhDv4TY9NnNJBcVerDal0PwoP4o1Po0MUaByYmyRcoXckbdFGA7twT0-PO3Myx48dotjUA_gbEhD8ukdEssx3UKSYiZFMXju4GhRR5Q3VJTAkBLhqfaEnaurWwX52PA', 'width': 4048}]",ChIJn9p1zXa3t4kRBLRaZa3abs8,"{'compound_code': 'VXHF+RR Washington, District of Columbia', 'global_code': '87C4VXHF+RR'}",2,4.2,ChIJn9p1zXa3t4kRBLRaZa3abs8,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",244,20024
698,"101 Independence Ave SE, Washington, DC 20540, USA","{'location': {'lat': 38.886828, 'lng': -77.004725}, 'viewport': {'northeast': {'lat': 38.88856692989273, 'lng': -77.00337922010728}, 'southwest': {'lat': 38.88586727010728, 'lng': -77.00607887989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,2cd1ece551dae35feed33a27b9bdc5dba504092d,Dunkin',{'open_now': False},"[{'height': 2992, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102783572855205356730/photos"">Jon Setliff</a>'], 'photo_reference': 'CmRaAAAAYrDVYatZF_EiEte4XVrThy7pqZEmm64MZHwXIvOt42OtdPYLZgp0HDIzk9FYrjDzTiQjMEpYjqnfuZuI9YiTYCi3xLckvKqQTaxXDQ4LAGrOLpIr-zxOcCNDV3QoXmzDEhCq579vxJGAJhYRmByO5LvdGhR3qTsr22Moo-GbpN7trsq_MiSkAw', 'width': 4000}]",ChIJV0jt_yu4t4kRdZiyIQaCY4A,"{'compound_code': 'VXPW+P4 Washington, District of Columbia', 'global_code': '87C4VXPW+P4'}",1,3.6,ChIJV0jt_yu4t4kRdZiyIQaCY4A,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",31,20540
723,"730b Maine Ave SW, Washington, DC 20024, USA","{'location': {'lat': 38.8787391, 'lng': -77.0235742}, 'viewport': {'northeast': {'lat': 38.88020317989271, 'lng': -77.02207362010728}, 'southwest': {'lat': 38.87750352010727, 'lng': -77.02477327989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,7f207ee26c249c77e65fe9844dfd83786b2955e4,The Velo Cafe,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101810068829626301924/photos"">Austin Graff</a>'], 'photo_reference': 'CmRaAAAAQLk599T4BrCsqOKBefQy2-ElAFeiAyW2DZWWWB_NQWhDtLxdJ-5m6VRXVMriiVhyHYC8NoNPUrZY0ZoT9d9npaHFLOgQDgyt3OtukJ3i84wHPvvC6hii3xmnBBZlegVSEhCsjsxjmbyUMFSoRddaDENeGhQhzstubBARvuEb-qT-1O050YYJDQ', 'width': 3024}]",ChIJizS3pnC3t4kRfh_CTI0bVPo,"{'compound_code': 'VXHG+FH Washington, District of Columbia', 'global_code': '87C4VXHG+FH'}",,4.5,ChIJizS3pnC3t4kRfh_CTI0bVPo,"['cafe', 'bicycle_store', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",75,20024
724,"49 District Square SW, Washington, DC 20024, USA","{'location': {'lat': 38.8797935, 'lng': -77.02497489999999}, 'viewport': {'northeast': {'lat': 38.88121647989271, 'lng': -77.02372482010728}, 'southwest': {'lat': 38.87851682010727, 'lng': -77.02642447989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,cfa03077b82fbb17527bd5816648673e3a8b16c3,Milk Bar Mini: Wharf,{'open_now': True},"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115415514821505513222/photos"">John Turnmire</a>'], 'photo_reference': 'CmRaAAAAGNwbwqFmzQHC0dA4cEGiI1SCEfnokXiuPnXAcrN1uMFCuWdVA0bY8PaGMkLxj-H0PTlUX99UwEXpkMxUhM9AaoQ_SaGPxZKoB4JeUwAlkgDBxt96cHl9BJufYUQZWf43EhCHZ-16boH1J4-IiKSxT0CkGhTjxdKaZjRhahBNtz_K_vcNZ2HI2w', 'width': 4048}]",ChIJKSr5u3a3t4kRMriB0g-Lpzk,"{'compound_code': 'VXHG+W2 Washington, District of Columbia', 'global_code': '87C4VXHG+W2'}",2,3.4,ChIJKSr5u3a3t4kRMriB0g-Lpzk,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",129,20024
